months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductible,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital_gains,capital_loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,blank_cells,has_umbrella,umbrella_limit_missing,policy_annual_premium_missing,policy_deductible_missing,claim_sum_parts,claim_recon_error,claim_recon_flag,log1p_total_claim_amount,log1p_injury_claim,log1p_property_claim,log1p_vehicle_claim,coverage_proxy,premium_per_coverage,deductible_ratio,agi_simple
437.0,58.0,640474,2010/08/01,IN,500/1000,2000,1192.04,0,619470,MALE,Associate,craft-repair,dancing,own-child,66100.0,31400,2015/01/19,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Northbrook,7314 Tree Drive,23,1,YES,0,0,NO,55800.0,11160.0,11160.0,33480,Dodge,RAM,2004,N,0,0,0,0,0,55800.0,0.0,0,10.929547069355774,9.320180837655714,9.320180837655714,10.41873339273561,1000000.0,0.00119204,0.002,0.0011922784079999998
130.0,34.0,153298,2009/03/23,OH,100/300,500,990.11,0,442666,MALE,Masters,sales,kayaking,other-relative,0.0,41200,2015/01/10,Parked Car,?,Trivial Damage,,NY,Riverwood,8872 Oak Ridge,8,1,?,1,3,YES,5830.0,1060.0,1060.0,3710,Dodge,RAM,2015,N,0,0,0,0,0,5830.0,0.0,0,8.670943791222156,6.966967138613983,6.966967138613983,8.219056661060598,300000.0,0.0033003666666666666,0.0016666666666666668,0.003300916727777778
269.0,41.0,334749,1996/07/29,OH,100/300,2000,1422.21,0,620507,FEMALE,Associate,handlers-cleaners,polo,unmarried,0.0,46400,2015/01/16,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,WV,Riverwood,5022 1st St,21,1,YES,2,1,NO,85900.0,17180.0,17180.0,51540,Suburu,Forrestor,2005,Y,0,0,0,0,0,85900.0,0.0,0,11.360950749348124,9.751559401061966,9.751559401061966,10.85013288642403,300000.0,0.0047407000000000005,0.006666666666666667,0.004743860466666667
103.0,29.0,221283,1994/08/23,OH,500/1000,500,914.85,0,614867,MALE,Associate,prof-specialty,base-jumping,other-relative,72100.0,0,2015/02/12,Parked Car,?,Minor Damage,Police,OH,Columbus,3423 Francis Ave,5,1,NO,2,3,NO,7110.0,790.0,1580.0,4740,Accura,MDX,2005,N,0,0,0,0,0,7110.0,0.0,0,8.869398159883518,6.673297967767654,7.365812837209472,8.464003362902119,1000000.0,0.00091485,0.0005,0.0009148957425000002
284.0,43.0,961496,1992/01/05,IL,250/500,500,1123.84,0,609898,MALE,PhD,prof-specialty,kayaking,other-relative,48200.0,0,2015/01/23,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Columbus,9529 4th Drive,12,3,NO,0,0,YES,36960.0,6720.0,3360.0,26880,Chevrolet,Tahoe,2007,N,0,0,0,0,0,36960.0,0.0,0,10.517618581666662,8.812992231969966,8.119993827725105,10.199174996326049,500000.0,0.0022476799999999997,0.001,0.0022479047679999998
189.0,39.0,804751,1997/09/11,OH,250/500,2000,838.02,0,450702,FEMALE,College,tech-support,movies,own-child,0.0,0,2015/02/13,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,VA,Northbrook,1818 Tree St,7,3,?,2,0,YES,64400.0,6440.0,6440.0,51520,Dodge,Neon,1997,N,0,0,0,0,0,64400.0,0.0,0,11.072884439922198,8.77043908654689,8.77043908654689,10.849744770527751,500000.0,0.00167604,0.004,0.001676710416
267.0,43.0,369226,2002/02/10,OH,250/500,500,1300.68,0,600418,MALE,PhD,adm-clerical,sleeping,unmarried,49000.0,0,2015/01/27,Parked Car,?,Minor Damage,,NC,Northbend,4431 Rock St,0,1,NO,1,3,YES,1920.0,480.0,0.0,1440,Chevrolet,Tahoe,2011,N,0,0,0,0,0,1920.0,0.0,0,7.560601162768557,6.175867270105761,0.0,7.273092595999522,500000.0,0.00260136,0.001,0.002601620136
39.0,22.0,691115,1993/01/28,IN,500/1000,500,1173.21,0,431202,MALE,JD,farming-fishing,polo,not-in-family,0.0,0,2015/02/14,Single Vehicle Collision,Rear Collision,Major Damage,Police,SC,Northbend,4782 Sky Lane,14,1,YES,0,1,YES,86130.0,15660.0,7830.0,62640,Suburu,Legacy,2009,Y,0,0,0,0,0,86130.0,0.0,0,11.363624672072255,9.658928824466434,8.965845494750937,11.04517529477736,1000000.0,0.00117321,0.0005,0.0011732686605000003
140.0,32.0,713172,1996/10/23,IL,250/500,1000,985.97,5000000,457793,FEMALE,College,protective-serv,cross-fit,other-relative,0.0,0,2015/02/01,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,7112 Weaver Ave,13,1,?,2,3,?,82170.0,14940.0,7470.0,59760,Chevrolet,Silverado,1995,Y,0,1,0,0,0,82170.0,0.0,0,11.31655772074287,9.611864390851084,8.918784137975802,10.998108553267764,500000.0,0.00197194,0.002,0.0019723343880000003
243.0,41.0,621756,1997/04/21,IN,100/300,1000,1129.23,0,470190,FEMALE,College,farming-fishing,camping,own-child,17300.0,60400,2015/02/23,Single Vehicle Collision,Front Collision,Major Damage,Fire,WV,Hillsdale,4020 Best Drive,1,1,?,1,0,YES,50300.0,10060.0,5030.0,35210,Suburu,Legacy,1999,Y,0,0,0,0,0,50300.0,0.0,0,10.825780236605915,9.21642184229205,8.523374050491318,10.469113812768231,300000.0,0.0037641000000000003,0.0033333333333333335,0.0037653547
116.0,31.0,615116,2008/11/09,IN,250/500,500,1194.83,0,603733,FEMALE,MD,prof-specialty,camping,husband,28600.0,0,2015/01/20,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Riverwood,2037 5th Drive,23,1,NO,0,0,NO,44200.0,4420.0,8840.0,30940,Suburu,Forrestor,1997,N,0,0,0,0,0,44200.0,0.0,0,10.69650269224425,8.394121193826242,9.087155271405804,10.339837444225314,500000.0,0.00238966,0.001,0.002389898966
219.0,43.0,947598,2002/06/20,IN,100/300,1000,1114.29,0,465136,FEMALE,High School,transport-moving,polo,other-relative,51300.0,0,2015/01/08,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,VA,Northbrook,4699 Texas Ridge,1,1,?,2,2,YES,66660.0,6060.0,6060.0,54540,Toyota,Highlander,2006,N,0,0,0,0,0,66660.0,0.0,0,11.10737535324936,8.709630081951286,8.709630081951286,10.906707991398342,300000.0,0.0037143,0.0033333333333333335,0.0037155380999999996
96.0,26.0,658002,2005/10/21,OH,250/500,2000,1509.04,0,611723,FEMALE,Associate,prof-specialty,bungie-jumping,husband,10000.0,0,2015/02/23,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,SC,Riverwood,1832 Elm Hwy,9,1,YES,2,3,NO,78320.0,7120.0,14240.0,56960,Saab,92x,2007,N,0,0,0,0,0,78320.0,0.0,0,11.268571045253626,8.870803443982124,9.563880407219427,10.950122102111523,500000.0,0.00301808,0.004,0.0030192872319999998
149.0,34.0,374545,2005/08/28,IN,250/500,500,664.86,0,608963,FEMALE,PhD,craft-repair,skydiving,wife,0.0,60000,2015/02/04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,3,1,?,0,1,NO,105040.0,16160.0,16160.0,72720,Dodge,RAM,1999,N,0,0,0,0,0,105040.0,0.0,0,11.56210602911415,9.690356211348645,9.690356211348645,11.194385480131947,500000.0,0.00132972,0.001,0.0013298529719999999
246.0,43.0,805806,2013/01/16,IN,250/500,1000,1267.4,6000000,454139,MALE,JD,adm-clerical,basketball,husband,0.0,0,2015/02/09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,0,1,NO,2,1,?,50700.0,5070.0,5070.0,40560,Accura,RSX,2006,N,0,1,0,0,0,50700.0,0.0,0,10.83370091325064,8.531293315795018,8.531293315795018,10.610562292793489,500000.0,0.0025348000000000002,0.002,0.0025353069600000003
293.0,45.0,235097,1992/04/28,IL,100/300,1000,1119.23,0,447560,FEMALE,MD,exec-managerial,exercise,unmarried,51500.0,0,2015/02/18,Multi-vehicle Collision,Front Collision,Total Loss,Fire,WV,Northbend,8701 5th Lane,13,3,NO,1,1,NO,51210.0,11380.0,5690.0,34140,Jeep,Wrangler,2015,N,0,0,0,0,0,51210.0,0.0,0,10.843709631701984,9.33970057728189,8.646641258603124,10.438254287073526,300000.0,0.0037307666666666667,0.0033333333333333335,0.0037320102555555555
339.0,48.0,290971,2005/10/10,OH,100/300,500,1698.51,0,444378,MALE,JD,other-service,dancing,unmarried,0.0,0,2015/02/10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,SC,Hillsdale,7574 4th St,18,3,NO,2,1,?,51840.0,8640.0,8640.0,34560,Volkswagen,Jetta,2001,N,0,0,0,0,0,51840.0,0.0,0,10.85593662096356,9.0642735958414,9.0642735958414,10.450481157684562,300000.0,0.0056616999999999995,0.0016666666666666668,0.005662643616666666
160.0,33.0,180286,2009/02/08,IL,500/1000,1000,1422.78,0,616583,FEMALE,High School,exec-managerial,exercise,husband,61600.0,0,2015/01/20,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,1989 Solo Lane,17,3,?,2,3,YES,52800.0,5280.0,5280.0,42240,Nissan,Pathfinder,2006,N,0,0,0,0,0,52800.0,0.0,0,10.874285408908944,8.571870752706934,8.571870752706934,10.651146592342338,1000000.0,0.00142278,0.001,0.001422922278
224.0,42.0,662088,2005/03/06,OH,500/1000,500,1212.75,0,455913,FEMALE,College,prof-specialty,kayaking,own-child,0.0,51400,2015/01/27,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Springfield,6331 MLK Ave,11,1,?,0,0,YES,55200.0,9200.0,13800.0,32200,Honda,Civic,1998,N,0,0,0,0,0,55200.0,0.0,0,10.918736348043124,9.12706745278236,9.53249633228804,10.379752786950895,1000000.0,0.00121275,0.0005,0.0012128106375000002
194.0,34.0,884365,1994/05/17,IN,100/300,1000,1423.34,0,454399,MALE,Associate,sales,camping,not-in-family,55300.0,37900,2015/01/21,Vehicle Theft,?,Minor Damage,,WV,Riverwood,8453 Elm St,0,1,YES,0,3,NO,9100.0,1400.0,1400.0,6300,Chevrolet,Malibu,2003,N,0,0,0,0,0,9100.0,0.0,0,9.116139576577355,7.244941546337007,7.244941546337007,8.748463629942055,300000.0,0.0047444666666666665,0.0033333333333333335,0.0047460481555555555
385.0,51.0,178081,1990/07/20,IN,250/500,1000,976.37,0,602842,FEMALE,MD,craft-repair,reading,husband,0.0,61000,2015/02/18,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,WV,Riverwood,1422 Flute Ave,14,3,?,1,3,?,67600.0,13520.0,6760.0,47320,Suburu,Legacy,2007,N,0,0,0,0,0,67600.0,0.0,0,11.121378054821047,9.51199931135876,8.818926087090677,10.76470945058247,500000.0,0.00195274,0.002,0.001953130548
100.0,33.0,507452,2005/04/17,OH,250/500,500,1124.59,6000000,459428,MALE,College,adm-clerical,golf,not-in-family,67300.0,0,2015/02/26,Single Vehicle Collision,Rear Collision,Minor Damage,Other,NC,Columbus,5058 4th Lane,4,1,NO,1,2,NO,40800.0,6800.0,6800.0,27200,BMW,X5,2004,N,0,1,0,0,0,40800.0,0.0,0,10.616461869895817,8.824824939175638,8.824824939175638,10.211009016314168,500000.0,0.00224918,0.001,0.002249404918
371.0,50.0,990624,1994/02/10,IN,250/500,1000,1569.33,0,613114,MALE,PhD,machine-op-inspct,board-games,not-in-family,79600.0,0,2015/01/29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Springfield,3098 Oak Lane,2,3,NO,2,1,YES,84500.0,13000.0,13000.0,58500,Volkswagen,Passat,2011,Y,0,0,0,0,0,84500.0,0.0,0,11.344518647594766,9.472781556562168,9.472781556562168,10.97679912709094,500000.0,0.0031386599999999997,0.002,0.003139287732
175.0,39.0,892148,1995/03/29,IN,500/1000,500,1359.36,5000000,450709,MALE,PhD,exec-managerial,hiking,husband,0.0,43600,2015/02/08,Multi-vehicle Collision,Front Collision,Major Damage,Other,SC,Arlington,9103 MLK Lane,9,3,YES,2,2,YES,71610.0,13020.0,6510.0,52080,Toyota,Highlander,2012,Y,0,1,0,0,0,71610.0,0.0,0,11.179003972433575,9.474318717728728,8.781248333236862,10.860555477926988,1000000.0,0.00135936,0.0005,0.0013594279680000001
373.0,55.0,398683,2007/04/30,IN,250/500,500,1607.36,0,444626,MALE,MD,sales,yachting,own-child,0.0,0,2015/01/19,Multi-vehicle Collision,Rear Collision,Major Damage,Other,SC,Arlington,8624 Francis Ave,21,4,?,0,2,NO,60600.0,6060.0,12120.0,42420,Dodge,RAM,2007,Y,0,0,0,0,0,60600.0,0.0,0,11.01206667357142,8.709630081951286,9.402694764470512,10.655398801626768,500000.0,0.00321472,0.001,0.003215041472
258.0,41.0,605100,2001/02/15,IL,100/300,500,1042.25,0,601206,MALE,Masters,exec-managerial,reading,unmarried,0.0,44400,2015/02/08,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,NC,Riverwood,2905 Embaracadero Drive,0,3,NO,2,3,NO,81240.0,6770.0,20310.0,54160,Mercedes,C300,2008,Y,0,0,0,0,0,81240.0,0.0,0,11.30517532482585,8.820404065485645,9.918917890191484,10.899716371226631,300000.0,0.0034741666666666666,0.0016666666666666668,0.0034747456944444442
255.0,39.0,143109,2001/07/09,OH,250/500,500,1453.95,0,470389,FEMALE,PhD,armed-forces,bungie-jumping,not-in-family,38200.0,0,2015/01/07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Springfield,3443 Maple Ridge,17,3,YES,0,3,NO,29300.0,2930.0,5860.0,20510,Audi,A3,2010,N,0,0,0,0,0,29300.0,0.0,0,10.285376924115589,7.983098940710892,8.676075516476429,9.928716606581904,500000.0,0.0029079,0.001,0.00290819079
37.0,31.0,230223,2008/09/06,IL,500/1000,500,1969.63,0,615218,FEMALE,MD,sales,skydiving,own-child,0.0,0,2015/02/13,Multi-vehicle Collision,Side Collision,Total Loss,Fire,WV,Northbend,1618 Maple Hwy,21,3,NO,1,1,YES,76450.0,6950.0,13900.0,55600,Dodge,RAM,1995,N,0,0,0,0,0,76450.0,0.0,0,11.244405291716395,8.846640813100485,9.539716058977092,10.925956465688444,1000000.0,0.00196963,0.0005,0.0019697284815
322.0,44.0,769602,2004/12/19,IL,100/300,1000,1156.19,0,606249,FEMALE,College,machine-op-inspct,cross-fit,husband,49900.0,62700,2015/02/15,Multi-vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,3751 Tree Hwy,20,3,YES,0,3,?,49400.0,9880.0,4940.0,34580,Jeep,Wrangler,2010,N,0,0,0,0,0,49400.0,0.0,0,10.807725945886109,9.198369000194964,8.50532301884575,10.451059677269122,300000.0,0.0038539666666666667,0.0033333333333333335,0.003855251322222222
204.0,38.0,420815,2000/11/15,IL,100/300,2000,1124.47,0,616161,FEMALE,MD,tech-support,kayaking,wife,0.0,45100,2015/02/14,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,SC,Northbrook,6848 Elm Hwy,5,1,NO,0,1,?,90530.0,16460.0,16460.0,57610,Ford,F150,2003,N,0,0,0,0,0,90530.0,0.0,0,11.413447612470558,9.708749225727084,9.708749225727084,10.961468800673332,300000.0,0.0037482333333333333,0.006666666666666667,0.003750732155555555
76.0,31.0,973546,2007/03/14,OH,500/1000,500,1493.5,5000000,442335,FEMALE,Associate,priv-house-serv,movies,not-in-family,39900.0,44000,2015/01/31,Vehicle Theft,?,Minor Damage,Police,WV,Northbrook,4237 4th St,7,1,NO,2,1,NO,8030.0,1460.0,730.0,5840,Mercedes,E400,1995,N,0,1,0,0,0,8030.0,0.0,0,8.991064332188461,7.2868764117507,6.594413459749778,8.67265729404031,1000000.0,0.0014935,0.0005,0.0014935746750000002
193.0,40.0,608039,2004/12/28,IL,100/300,500,1155.38,0,604952,FEMALE,PhD,handlers-cleaners,movies,not-in-family,34200.0,32300,2015/01/28,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Columbus,6581 Rock Ridge,6,1,NO,0,0,YES,63900.0,6390.0,6390.0,51120,Accura,TL,2001,N,0,0,0,0,0,63900.0,0.0,0,11.065090289695444,8.762646029650282,8.762646029650282,10.841950650675424,300000.0,0.003851266666666667,0.0016666666666666668,0.0038519085444444446
405.0,55.0,250162,1999/07/05,IL,250/500,500,878.19,0,441533,MALE,PhD,machine-op-inspct,golf,unmarried,57100.0,0,2015/03/01,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,NC,Northbend,7236 Apache Lane,2,4,YES,0,2,NO,38640.0,4830.0,4830.0,28980,Chevrolet,Tahoe,1997,N,0,0,0,0,0,38640.0,0.0,0,10.56206916790876,8.482808764554406,8.482808764554406,10.274395721835582,500000.0,0.00175638,0.001,0.001756555638
435.0,58.0,786432,1997/11/15,IN,100/300,2000,1145.85,0,471784,MALE,JD,sales,movies,not-in-family,0.0,40000,2015/01/10,Multi-vehicle Collision,Rear Collision,Total Loss,Other,NY,Columbus,3846 4th Hwy,19,3,?,1,1,YES,41490.0,9220.0,4610.0,27660,Mercedes,E400,2004,N,0,0,0,0,0,41490.0,0.0,0,10.63323181522976,9.12923877053914,8.436200032206706,10.227778757855184,300000.0,0.0038194999999999995,0.006666666666666667,0.0038220463333333327
54.0,35.0,445195,2010/09/27,IN,100/300,500,1261.28,0,453265,FEMALE,MD,protective-serv,hiking,unmarried,68500.0,42100,2015/02/25,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,VA,Springfield,5028 Maple Ridge,21,3,YES,2,0,?,79090.0,14380.0,7190.0,57520,Nissan,Maxima,2012,N,0,0,0,0,0,79090.0,0.0,0,11.278354367257023,9.57366316988638,8.880585523102495,10.959905377501109,300000.0,0.004204266666666666,0.0016666666666666668,0.004204967377777777
144.0,35.0,938634,1993/08/30,IL,100/300,500,1427.46,0,444922,MALE,High School,machine-op-inspct,cross-fit,wife,0.0,0,2015/01/30,Multi-vehicle Collision,Side Collision,Major Damage,Police,WV,Springfield,7426 Rock Drive,3,3,?,0,0,?,87900.0,17580.0,8790.0,61530,Dodge,Neon,1995,N,0,0,0,0,0,87900.0,0.0,0,11.383966460172834,9.774574052442787,9.08148374985118,11.027296391837153,300000.0,0.0047582,0.0016666666666666668,0.004758993033333333
92.0,32.0,482495,1998/01/29,IL,500/1000,500,1592.41,0,474324,MALE,Masters,prof-specialty,yachting,husband,58900.0,29100,2015/02/06,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Columbus,5771 Best St,22,1,?,2,3,YES,53400.0,5340.0,5340.0,42720,Jeep,Wrangler,1996,N,0,0,0,0,0,53400.0,0.0,0,10.885584751364703,8.58316818033977,8.58316818033977,10.662445881599808,1000000.0,0.00159241,0.0005,0.0015924896205000002
173.0,36.0,796005,2007/08/18,OH,250/500,1000,1274.63,0,441298,MALE,College,machine-op-inspct,basketball,unmarried,51000.0,0,2015/02/08,Single Vehicle Collision,Rear Collision,Total Loss,Fire,SC,Springfield,9818 Cherokee Ave,22,1,YES,2,3,NO,52030.0,9460.0,9460.0,33110,Accura,MDX,1995,N,0,0,0,0,0,52030.0,0.0,0,10.859594973780608,9.154933364704444,9.154933364704444,10.407620832440994,500000.0,0.0025492600000000002,0.002,0.002549769852
436.0,60.0,910604,1992/04/14,IN,250/500,500,1362.31,0,446606,MALE,High School,prof-specialty,bungie-jumping,wife,67600.0,65300,2015/01/13,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Arlington,7819 2nd Ave,16,1,NO,0,2,NO,82060.0,14920.0,7460.0,59680,Saab,93,2005,N,0,0,0,0,0,82060.0,0.0,0,11.31521815212714,9.610524895640422,8.917444732471514,10.996768990769434,500000.0,0.00272462,0.001,0.002724892462
155.0,35.0,327488,1993/08/09,OH,250/500,1000,919.37,0,459537,FEMALE,Associate,protective-serv,hiking,not-in-family,83600.0,0,2015/01/18,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,NY,Northbrook,1331 Elm Ridge,0,1,?,0,3,?,48360.0,8060.0,8060.0,32240,Nissan,Maxima,1997,N,0,0,0,0,0,48360.0,0.0,0,10.786448982761422,8.9947928972836,8.9947928972836,10.380994213509265,500000.0,0.00183874,0.002,0.0018391077479999998
78.0,31.0,715202,1991/04/02,OH,250/500,1000,1377.23,0,440757,FEMALE,Masters,armed-forces,kayaking,unmarried,72600.0,0,2015/03/01,Multi-vehicle Collision,Side Collision,Minor Damage,Other,NY,Hillsdale,9240 Britain Ave,1,3,?,2,1,?,52290.0,5810.0,11620.0,34860,Nissan,Maxima,1997,N,0,0,0,0,0,52290.0,0.0,0,10.864579551114822,8.667507952075105,9.360569085222874,10.459124004835836,500000.0,0.0027544600000000002,0.002,0.0027550108920000003
440.0,57.0,648852,2007/03/15,IL,100/300,1000,995.55,5000000,604948,MALE,College,protective-serv,paintball,wife,51500.0,52100,2015/02/02,Multi-vehicle Collision,Rear Collision,Major Damage,Police,SC,Arlington,6668 Andromedia Ridge,19,3,YES,0,3,?,68200.0,12400.0,12400.0,43400,Jeep,Wrangler,2007,Y,0,1,0,0,0,68200.0,0.0,0,11.130214506480655,9.425532393502772,9.425532393502772,10.6782377612977,300000.0,0.0033185,0.0033333333333333335,0.0033196061666666663
264.0,43.0,516959,2010/05/01,IL,100/300,500,1508.12,6000000,433275,MALE,PhD,craft-repair,basketball,wife,0.0,0,2015/01/20,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Columbus,5276 2nd Lane,0,3,?,2,1,NO,60750.0,13500.0,6750.0,40500,Jeep,Wrangler,2015,Y,0,1,0,0,0,60750.0,0.0,0,11.014538821972666,9.510519035757246,8.81744592104187,10.609081944147828,300000.0,0.0050270666666666665,0.0016666666666666668,0.005027904511111111
66.0,30.0,984456,2003/06/24,IN,500/1000,500,484.67,0,608309,FEMALE,College,adm-clerical,paintball,wife,21100.0,60800,2015/01/24,Multi-vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,2889 Weaver St,2,3,?,0,2,YES,65560.0,11920.0,11920.0,41720,Volkswagen,Passat,2015,Y,0,0,0,0,0,65560.0,0.0,0,11.09073628594461,9.386056829718,9.386056829718,10.63875987814672,1000000.0,0.00048467000000000003,0.0005,0.0004846942335000001
366.0,50.0,801331,1990/07/08,IN,500/1000,1000,1561.41,0,462767,FEMALE,High School,handlers-cleaners,basketball,husband,21200.0,0,2015/01/04,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,NY,Arlington,1879 4th Lane,5,3,YES,1,3,NO,70290.0,12780.0,12780.0,44730,Mercedes,C300,2012,N,0,0,0,0,0,70290.0,0.0,0,11.160399046843542,9.455714972131714,9.455714972131714,10.70842205253738,1000000.0,0.00156141,0.001,0.001561566141
188.0,37.0,786103,1994/09/24,OH,100/300,500,1457.21,0,471785,FEMALE,JD,adm-clerical,hiking,own-child,46300.0,0,2015/01/17,Single Vehicle Collision,Rear Collision,Total Loss,Ambulance,SC,Columbus,5499 Elm Hwy,6,1,?,2,0,YES,45000.0,5000.0,5000.0,35000,Suburu,Forrestor,2003,N,0,0,0,0,0,45000.0,0.0,0,10.714439990727769,8.517393171418904,8.517393171418904,10.463131911491969,300000.0,0.004857366666666666,0.0016666666666666668,0.004858176227777777
224.0,39.0,684193,2012/06/20,IL,500/1000,1000,1128.71,0,601397,FEMALE,JD,prof-specialty,sleeping,other-relative,0.0,47100,2015/02/04,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,VA,Riverwood,8822 Sky St,21,3,YES,2,1,?,61800.0,12360.0,6180.0,43260,Suburu,Impreza,2007,N,0,0,0,0,0,61800.0,0.0,0,11.03167482454464,9.422301633887823,8.729235349659273,10.675006815282412,1000000.0,0.00112871,0.001,0.001128822871
253.0,46.0,247505,2006/04/19,IL,100/300,500,1358.2,0,477636,FEMALE,MD,transport-moving,movies,husband,52900.0,0,2015/02/14,Multi-vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Columbus,4254 Best Ridge,11,3,YES,0,0,NO,64570.0,5870.0,11740.0,46960,Jeep,Wrangler,2001,N,0,0,0,0,0,64570.0,0.0,0,11.075520672568889,8.677780256064185,9.370842268630213,10.757072748994158,300000.0,0.004527333333333334,0.0016666666666666668,0.004528087888888889
446.0,61.0,259792,1999/04/07,IL,100/300,1000,1232.79,0,441967,FEMALE,High School,adm-clerical,reading,unmarried,49900.0,62100,2015/01/07,Single Vehicle Collision,Rear Collision,Minor Damage,Other,VA,Springfield,5812 Weaver Ave,3,1,YES,2,0,YES,70500.0,7050.0,14100.0,49350,Suburu,Forrestor,2007,N,0,0,0,0,0,70500.0,0.0,0,11.163382173096926,8.860924729719041,9.55400099583723,10.806713308080846,300000.0,0.0041093,0.0033333333333333335,0.004110669766666666
169.0,37.0,185124,2001/12/07,IL,100/300,1000,936.19,0,454776,MALE,JD,armed-forces,movies,other-relative,70600.0,48500,2015/02/02,Multi-vehicle Collision,Side Collision,Total Loss,Police,SC,Northbrook,7155 Apache Drive,4,3,?,2,1,YES,57900.0,17370.0,5790.0,34740,Audi,A5,2005,N,0,0,0,0,0,57900.0,0.0,0,10.96648993456911,9.762557428101925,8.66406026722579,10.455675824642752,300000.0,0.0031206333333333334,0.0033333333333333335,0.0031216735444444445
255.0,46.0,760700,2006/11/25,IL,250/500,500,1302.34,0,431532,FEMALE,JD,prof-specialty,video-games,own-child,0.0,52600,2015/01/12,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,WV,Northbrook,1376 Pine St,2,3,NO,1,0,NO,57860.0,5260.0,10520.0,42080,Volkswagen,Jetta,2011,N,0,0,0,0,0,57860.0,0.0,0,10.965798861477904,8.568076401730806,9.261128538808288,10.647351611387782,500000.0,0.00260468,0.001,0.002604940468
209.0,39.0,362407,1996/12/06,IN,100/300,500,1264.99,0,614169,MALE,PhD,transport-moving,polo,husband,67800.0,0,2015/01/01,Single Vehicle Collision,Side Collision,Minor Damage,Fire,VA,Northbrook,3340 3rd Hwy,22,1,?,1,1,NO,37800.0,8400.0,4200.0,25200,Chevrolet,Silverado,1995,N,0,0,0,0,0,37800.0,0.0,0,10.540090836284206,9.036106025364846,8.343077871169383,10.134638955251866,300000.0,0.004216633333333333,0.0016666666666666668,0.004217336105555555
210.0,37.0,389525,2012/07/10,OH,500/1000,500,1467.76,0,601425,FEMALE,MD,tech-support,hiking,own-child,38700.0,33100,2015/02/22,Single Vehicle Collision,Front Collision,Total Loss,Ambulance,NY,Northbend,3097 4th Drive,8,1,?,1,3,YES,63300.0,6330.0,6330.0,50640,Toyota,Highlander,2000,N,0,0,0,0,0,63300.0,0.0,0,11.055656405795794,8.753213480544126,8.753213480544126,10.832516803858471,1000000.0,0.00146776,0.0005,0.0014678333880000002
174.0,33.0,179538,2014/04/07,IN,250/500,2000,1124.43,0,477346,FEMALE,College,farming-fishing,paintball,own-child,0.0,0,2015/01/16,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,WV,Northbrook,1916 Elm St,14,3,YES,0,1,YES,44200.0,8840.0,4420.0,30940,Saab,93,1995,N,0,0,0,0,0,44200.0,0.0,0,10.69650269224425,9.087155271405804,8.394121193826242,10.339837444225314,500000.0,0.00224886,0.004,0.002249759544
